1;ANGAITZA;8;Dólmen corto cerrado;Concejo de Beorburu. Ayuntamiento del Valle de Juslapeña;Cerca del alto de Angaitza;A 15 minutos desde Beorburu, en dirección Norte Hoja cartográfica Nº 115-12;Ulzama#0001_TEX_25.pdf#;4753750;603400;860;0.00544260978502137,-7.44615386328269;sábado, abril 15, 1905;P. Urra;Túmulo circular poco determinable. Cámara de recinto rectangular, más bien trapecial por tender las paredes a cerrarse a la entrada. Cubierta desplazada al realizar la cata de reconocimiento, por lo que se encuentra fragmentada. Documentado por tres diapositivas, en las que debido a la maleza tapa la conformación del monumento. ? W.E. 10 m ? N. S. 11m Altura aprox. 1m Tierra y piedra Viane tiene medidas las losas Hoy se ven Losa de cabecera orientada a 15? Losa N (W.E.) orientada a 120? Losa S (W.E.) orientada a 77? 6 piedras ( A6 x 40) al E. 1 piedrra (1 x 70) 1 piedra (1,3 x 1,7) E. enterradas 1 piedra ? E. enterradas 1 piedra 1 x 1 a SE (cierre cámara ?);En 1932, se realizó una cata de reconocimiento, por P. Urra;P. Urra se lo comunicón a J.M. de Barandiarán y la cata de reconocimiento dio restos humanos cuyo paradero es desconocido. Este dómen tiene posibilidades de ser reconstruido, colocándole la tapa . Hay que levantar un croquis y medir las locas. Topónimo ARANGAITZ en mapa 1/25.000 115-1 Bibliografía: J.M. de Barandiarán. Catálogo des stations. 1946 J.M. de Barandiarán . Hombre prehistórico. 1953;NULL;Bloc 12. Atez Ulzama;0001_DIB_1_1.jpg;0001_DIB_1_2.jpg;0001_FOT_2_3.jpg;0001_TEX_25_4.jpg;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
128;URDANTXARRETA;1;Dolmen corto?;Espinal;1,7 km NNW pueblo, ladera meridional Mendiaundi. Hoja cartográfica Nº: 116-2;Ruta 5, Itinerario 4: Espinal septentrional;Ruta 5, Itinerario 4: Espinal septentrional#0127_TEX_156.pdf#;632520;4761500;905;42.9946238421852,-1.37431173337785;viernes, abril 07, 1905;Silvestre Irigoyen;Túmulo circular con 3 losas y 10 m de ? y 0,9 m de alto. En 1925, de las losas de la cámara, dos están en una pared y una en la opuesta. Orientación E - W.;T. Aranzadi y J.M. Barandiaran en 1925.;Resultado de la excavación: una lasca informe de silex (Museo de San Telmo, San sebastián) Bibliografía: MUNIBE 1973, Suplemento nº 1. Nº de catálogo: 68-3. En 1984 se pudo comprobar había desaparecido como tal al pasar por encima la pista que ampliaba el camino adyacente al monumento. Hoy se percibe una forma tumular con piedras dispersas.;NULL;Bloc 17: Erro - Valcarlos - Arriasgoiti;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
129;OTEGI;1;Dolmen;Espinal;Lado izdo. Carretera a Burguete. Entre bifurcaci. Aoiz - Garralda Hoja cartográfica Nº: 116-3;Ruta 5, Itinerario 3: Espinal oriental.;Ruta 5, Itinerario 3: Espinal oriental.#0127_TEX_156.pdf#;634575;4759770;872;42.9786906919137,-1.3495289655876;sábado, abril 08, 1905;T. Aranzadi y J.M. Barandiaran;Dolmen con 1 losa. Túmulo circular. Cámara reducida a una losa vertical y fragmentos dispersos de otras.;T. Aranzadi y J.M. Barandiaran en 1925.;En la excavación subsiguiente al descubrimiento del dolmen no se obtuvo ajuar alguno. Esta circunstancia llevó a los excavadores a no considerar el monumento como dolmen. J.M.Barandiaran lo admite como tal. Hacia finales de mayo de 1989, los terrenos donde estaba ubicado el dolmen fueron labrados para la siembra de patata. Por este motivo el dolmen ha desaparecido. Este hecho tuvo como réplica un escrito de la Sociedad Gorosti que, difundido por prensa y radio, denunciaba a la opinión pública el atropello cometido. La denuncia fue difundida hacia el 3 de julio de 1989. Bibliografía: MUNIBE 1973, Suplemento nº 1. Nº de catálogo: 68-9.;NULL;Bloc 17: Erro - Valcarlos - Arriasgoiti;0129_FOT_159_0.jpg;0129_FOT_159_1.jpg;0129_FOT_159_2.jpg;0129_FOT_159_3.jpg;0129_FOT_159_4.jpg;0129_FOT_159_5.jpg;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
130;MUGARRI;2;Túmulo;Viscarret;45´en camino Tiratun, entre barrancos Bordasoro - Odiako erreka Hoja cartográfica Nº: 116-1;Ruta 5: Itinerario nº 1, Linzoain.;Ruta 5: Itinerario nº 1, Linzoain.#0127_TEX_156.pdf#;627245;4759965;1080;42.981706849955,-1.43934848860144;jueves, mayo 11, 1905;Tomás López Sellés;Túmulo circular de 12 m de ? y 1 m de alto. Cráter central sin losas de cámara.;No se conoce,;MUNIBE, nº de catálogo: 68-13.;NULL;Bloc 17: Erro - Valcarlos - Arriasgoiti;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
131;ARRIURDIN;9;Dolmen largo abierto;Mezquiriz;10´ alto y 100 m alambrada divisoria de Mezquiriz y Espinal. Hoja cartográfica Nº: 116-2;Ruta 5, Itinerario 2: Alto Puerto de Mezquiriz.;Ruta 5, Itinerario 2: Alto Puerto de Mezquiriz.#0127_TEX_156.pdf#;631950;4759580;930;42.977440025804,-1.38175498979143;viernes, abril 07, 1905;S. Irigoyen;Túmulo circular con 5 losas de calizas del terreno, muy poco apreciable. Cámara con al menos cinco losas, formando un recinto rectangular. Orientación a 90º. Ajuar encontrado en la excavación: - 37 lascas informes de sílex y fragmentos de cerámica. El Museo de Navarra guarda los siguientes objetos: - 1 microraspador en extremos de lasca - 1 lasca con una parte de margen retocado con retoque directo y parte mayor con retoque inverso de la cara opuesta - 2 lascas - 2 hojas menudas - 1 trozo ocre - 1 esquirla apuntada en forma de alisador pulimentado y aguzado al fuego. Bibliografía: MUNIBE 1973, suplemento nº 1 Nº de catalogación: 68-5.;T. Aranzadi y J.M. Barandiaran en 1926.;"En el año 1985 apenas se distingue el túmulo, viéndose 4 losas; en la parte oriental hay 1 en pie, rota en 2 trozos. Al S. una losa pqueña recostada en la anterior y otra losa inclinada en la cámara apreciable. En el primer semestre de 1989 una máquina lo destruye al preparar el terreno para sembrar, a pesar de haber sido advertido el maquinista por Juan Mª Martínez Txoperena. Aunque justamente se distingue un pequeño montículo de lo que fue el túmulo, parece ser que la cámara podría seguir existiendo, tapada con tierra. Cuando se prospeccionó esta zona en 1984, se llegó a ver en otra campa labrada al E. unas losas removidas por la máquina, quedando la duda de si pudiera tratarse de otro dolmen.";NULL;Bloc 17: Erro - Valcarlos - Arriasgoiti;0131_DIB_160_0.jpg;0131_FOT_161_1.jpg;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
132;ERLEBIZKARRA;1;Dolmen;Espinal;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Túmulo circular de piedras. No se conoce ajuar. Bibliografía: MUNIBE 1973, suplemento nº 1 Nº de catalogación: 68-7.;T. Aranzadi y J.M. Barandiaran en 1925.;Este dolmen desapareció en 1935 al ampliarse el cementerio.;NULL;Bloc 17: Erro - Valcarlos - Arriasgoiti;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
133;URRITZ MUNO;2;Túmulo;Espinal;0,6 km del pueblo y 30 m de la carretera a Burguete Hoja cartográfica Nº: 116-2;Ruta 5, Itinerario 3: Espinal oriental.;Ruta 5, Itinerario 3: Espinal oriental.#0127_TEX_156.pdf#;633950;4759900;877;42.9799711303662,-1.35715991670158;viernes, abril 07, 1905;S. Irigoyen;Túmulo irregular, muy pronumciado por el lado N. y muy rebajado por el lado S. Gran cráter central, del que ha desaparecido la cámara cuando en 1870 se desmanteló el monumento. Ajuar encontrado en la excavaión: - 1 fragmento de cerámica basta (Museo de San Telmo, San Sebastián) - 1 fragmento de panza con pitón pequeño - 1 fragmento de panza con pitón redondo (Museo de Navarra) Bibliografía: MUNIBE 1973, suplemento nº 1 Nº de catalogación: 68-8.;T. Aranzadi y J.M. Barandiaran en 1926.;NULL;NULL;Bloc 17: Erro - Valcarlos - Arriasgoiti;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
134;BARATZEKO ERREKA;7;Dolmen corto abierto;Espinal;A 2,2 km de Espinal al ESE., a la derecha de la regata de su nombre Hoja cartográfica Nº: 116-3;Ruta 5, Itinerario 3: Espinal oriental.;Ruta 5, Itinerario 3: Espinal oriental.#0127_TEX_156.pdf#;635175;4759200;870;42.9734535944549,-1.34231123552735;viernes, abril 07, 1905;Silvestre Irigoyen;Dolmen corto abierto. Calizas del terreno. Túmulo poco apreciable, que apenas destaca del terreno. Quedó cortado al N. al labrar el terreno, quedando a ras. Cámara con 3 losas, que conforman un recinto trapezoidal, estrechadoal E. hacia la entrada. Las losas están basculadas hacia el interior. No tiene cubierta. La orientación es de 130º. Ajuar encontrado en la excavación: - 3 hojas de sílex - 2 lascas - 1 punta de flecha (cobre o bronce) de pedúnculo central y aletas - restos humanos de al menos 5 inhumados, uno de ellos infante - restos de animales Museo de San Telmo, San Sebastián. Bibliografía: MUNIBE 1973, suplemento nº 1 Nº de catalogación: 68-1.;T. Aranzadi y J.M. Barandiaran en 1925.;La Sociedad Gorosti con la inestimable colaboración de Juan Mª Martínez Txoperena y un grupo de jóvenes de Espinal y Garralda, colocó un hito señalizador el 25 de julio de 1989.;NULL;Bloc 17: Erro - Valcarlos - Arriasgoiti;0134_DIB_162_0.jpg;0134_DIB_162_1.jpg;0134_FOT_163_2.jpg;0134_FOT_163_3.jpg;0134_FOT_163_4.jpg;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
135;ARTZILO;8;Dolmen corto cerrado;Espinal;Ladera meridional del Menzuri, a 2 km al N. de Espinal. Hoja cartográfica Nº: 116-2;Ruta 5, Itinerario 4: Espinal septentrional.;Ruta 5, Itinerario 4: Espinal septentrional.#0127_TEX_156.pdf#;633157;4762230;930;43.001083642907,-1.36632632508593;viernes, abril 07, 1905;Silvestre Irigoyen;"El túmulo circular de 13 m de ? y 1,5 m de alto está formado por piedras de arenica del terreno. La cámara es un recinto rectangular formado por 4 losas y 1 de cubierta. Una losa se ha corrido hacia el esterior, tal vez por el peso de la cubierta. Ésta parece hallarse ""in situ"" y está partida en 2 trozos. Orientación a 60º. Ajuar encontrado en la excavación: - fragmentos de cerámica - objetos modernos. Museo de San Telmo, San Sebastián. Bibliografía: MUNIBE 1973, suplemento nº 1 Nº de catalogación: 68-2.";T. Aranzadi y J.M. Barandiaran en 1925.;La Sociedad Gorosti con la inestimable colaboración de Juan Mª Martínez Txoperena y un grupo de jóvenes de Espinal y Garralda, colocó un hito señalizador el 25 de julio de 1989.;NULL;Bloc 17: Erro - Valcarlos - Arriasgoiti;0135_DIB_164_0.jpg;0135_DIB_164_1.jpg;0135_FOT_165_2.jpg;0135_FOT_165_3.jpg;0135_FOT_165_4.jpg;0135_FOT_165_5.jpg;0135_FOT_165_6.jpg;0135_FOT_165_7.jpg;0135_FOT_165_8.jpg;0135_FOT_165_9.jpg;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
136;ODIEGO HEGO;7;Dolmen corto abierto;Valle de Erro;Detrás de Casa Establo del Ayuntamiento de Erro Hoja cartográfica Nº: 91-14;Ruta 5, Itinerario 5: Sorogain Hego.;Ruta 5, Itinerario 5: Sorogain Hego.#0127_TEX_156.pdf#;629815;4762940;840;43.0080525958796,-1.40714773480845;domingo, abril 03, 1955;Tomás López Sellés;"El túmulo circular de 10 m de ? fue destrozado al hacer un cargadero de madera. Dolmen de 3 losas. La losa E mide 1,63 m de largo; 0,7 m de anchura; 0,38 m de grueso. La losa W mide 1,78 m de largo; 1 m de ancho; 0,24 m de grosor. Un espino crece entre ambas. La cámara sepulcral se va estrechando progresivamente y mide 0,71 m al N y 0,5 m al S. A unos 350 m al E puede verse la antigua borda ""Casa de Pablo"", cuya cubierta es de teja y cinc. Orientación N-S. Bibliografía: MUNIBE 1973, suplemento nº 1 Nº de catalogación: 68-11.";No se conoce;La Sociedad Gorosti con la inestimable colaboración de Juan Mª Martínez Txoperena y un grupo de jóvenes de Espinal y Garralda, colocó un hito señalizador el 23 de julio de 1989.;NULL;Bloc 17: Erro - Valcarlos - Arriasgoiti;0136_FOT_166_0.jpg;0136_FOT_166_1.jpg;0136_FOT_166_2.jpg;0136_FOT_166_3.jpg;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
137;ARREGI;7;Dolmen corto abierto;Espinal;Al S de la Casa Establo del Ayuntamiento de Erro, en el camino a Espinal Hoja cartográfica Nº: 91-14;Ruta 5, Itinerario 5: Sorogain Hego.;Ruta 5, Itinerario 5: Sorogain Hego.#0127_TEX_156.pdf#;630265;4762430;945;43.0033848288074,-1.40174730326952;jueves, octubre 05, 1961;Tomás López Sellés;El túmulo es circular de 15 m de ? y 1,2 m de alto y aparece desfigurado. Calizas del terreno Hay 3 losas en la cámara y 4 en el túmulo. Las 3 losas de la cámara forman un recinto trapezoidal. Orientación al S. Bibliografía: MUNIBE 1973, suplemento nº 1 Nº de catalogación: 68-12.;No se conoce;El 23-7-1989 se le colocó el hito señalizador, tarea en la que colaboraron varios jóvenes del lugar.;NULL;Bloc 17: Erro - Valcarlos - Arriasgoiti;0137_FOT_167_0.jpg;0137_FOT_167_1.jpg;0137_FOT_167_2.jpg;0137_FOT_167_3.jpg;0137_FOT_167_4.jpg;0137_FOT_167_5.jpg;0137_FOT_167_6.jpg;0137_FOT_167_7.jpg;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
138;BAGOMULTXU;1;Dolmen;Espinal;Hoja cartográfica Nº: 91-14;Ruta 5, Itinerario 5: Sorogain Hego.;Ruta 5, Itinerario 5: Sorogain Hego.#0127_TEX_156.pdf#;630550;4762650;1050;43.0053162969016,-1.398200441887;sábado, abril 08, 1905;T. Aranzadi y JM. Barandiaran;El túmulo es circular de 8 m de ? y muy poco apreciable. En él se observa un cráter central sin losas de cámara. Areniscas del terreno. Bibliografía: MUNIBE 1973, suplemento nº 1 Nº de catalogación: 68-10.;T. Aranzadi y JM. Barandiaran;La excavación no tuvo resultado positivo: no se encontró ajuar alguno, por lo que estos autores lo consideraron dudoso. Hoy este dolmen no existe, ya que desapareció durante la guerra civil de 1936.;NULL;Bloc 17: Erro - Valcarlos - Arriasgoiti;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
139;MENDIAUNDI;7;¿Dolmen corto abierto?;Espinal;En el collado entre Txasperro y Mendiaundi Hoja cartográfica Nº: 91-14;Ruta 5, Itinerario 5: Sorogain Hego.;Ruta 5, Itinerario 5: Sorogain Hego.#0127_TEX_156.pdf#;632225;4763270;1130;43.0106077804621,-1.37750990936948;viernes, abril 07, 1905;Silvestre Irigoyen;Túmulo circular de 15 m de ? y 1,15 m de alto desmoronado. Las 2 losas de la cámara formaban escuadra. Hoy desaparecido. Orientación SE. Resultado de la excavación: sólo se conocen objetos modernos. Bibliografía: MUNIBE 1973, suplemento nº 1 Nº de catalogación: 68-8.;T. Aranzadi y J.M. Barandiaran en 1926.;NULL;NULL;Bloc 17: Erro - Valcarlos - Arriasgoiti;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
140;MENDIAUNDI;2;Túmulos;Espinal;Entre el Mediaundi y el Menditxipi Hoja cartográfica Nº: 91-14;Ruta 5, Itinerario 5: Sorogain Hego.;Ruta 5, Itinerario 5: Sorogain Hego.#0127_TEX_156.pdf#;633025;4763250;1148;43.0102881929527,-1.36770202229531;lunes, junio 05, 1905;Miguel Ezcudia;El túmulo de tierra y piedras tiene 8 m de ? con un cráter central de 6 m de ? y 2 m de profundidad. A 120 m al W existe otro túmulo de parecidas características.;No se conoce;No está catalogado en MUNIBE. Registrado con dudas sobre su carácter funerario, ya que da la impresión de haber sido utilizado con fines militares.;NULL;Bloc 17: Erro - Valcarlos - Arriasgoiti;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
141;ODIEGO IPAR;1;Dolmen;Valle de Erro;A 100 m al N de la Casa - Establo del Ayuntamiento de Erro Hoja cartográfica Nº: 91-14;Ruta 5, Itinerario 6: Sorogain Sortalde.;Ruta 5, Itinerario 6: Sorogain Sortalde.#0127_TEX_156.pdf#;629790;4763090;840;43.0094071027152,-1.40741948137406;miércoles, mayo 31, 1905;Miguel Javier Urmeneta;Presenta un túmulo rebajado, pero definido. 2 Losas conforman la desfigurada cámara orintada N-S.;NULL;Resulta extraño que, habiendo pasado por estos lugares prospectores tan expertos y destacados como JM. Barandiaran, T. Aranzadi y Tomás López Sellés (quien dio a conocer el Odiego de la Casa Establo), no señalaran nada de esta otro dolmen que, aunque está profanado, presenta los rasgos característicos de dolmen. En el último catálogo editado en 1973 por MUNIBE, no se dice nada acerca de este dolmen.;NULL;Bloc 17: Erro - Valcarlos - Arriasgoiti;0141_FOT_168_0.jpg;0141_FOT_168_1.jpg;0141_FOT_168_2.jpg;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
142;BERASKUAIN;1;Dolmen;Valle de Erro;En el Collado Baraskain, por el camino al E de Casa de Pablo. Hoja cartográfica Nº: 91-14;Ruta 5, Itinerario 6: Sorogain Sortalde.;Ruta 5, Itinerario 6: Sorogain Sortalde.#0127_TEX_156.pdf#;630710;4764658;1009;43.0233638875128,-1.39576752409775;jueves, junio 08, 1905;Luis Millán;Túmulo rebajado, pero apreciable, de piedras y tierra, en el que aparece tirada 1 losa. En la parte E asoma lo que pudiera ser 1 losa.;NULL;Hacia el S aparece un grupo de diez crómlech de escasa entidad. Así mismo, en una pequeña cota en dirección SE se aprecia una forma tumular de la que sobresalen del terreno unas losas de pequeñas dimensiones. En el hito señalizador, colocado por la Sociedad Gorosti (con la colaboración de Juan Mª Martínez Txoperena y un grupo de jóvenes de Espinal y Garralda) el día 23-7-1989, se alude a esta forma tumular con el nombre Beraskuain Hego;NULL;Bloc 17: Erro - Valcarlos - Arriasgoiti;0142_DIB_170_0.jpg;0142_FOT_169_1.jpg;0142_FOT_169_2.jpg;0142_FOT_169_3.jpg;0142_FOT_169_4.jpg;0142_FOT_169_5.jpg;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
143;ASUNREGI;12;Fondos de cabaña;Valle de Erro;En el camino desde la Casa-Establo a Estakarriko Lepoa Hoja cartográfica Nº: 91-14;Ruta 5, Itinerario 7: Sorogain Ipar;Ruta 5, Itinerario 7: Sorogain Ipar#0127_TEX_156.pdf#;629550;4764800;900;43.0248407559483,-1.40996607541104;NULL;NULL;Se trata de ocho promontorios que de forma uniforme se asientan en una ladera de poca vertiente y cercana a un barranco.;NULL;"No se conoce la historia de los mismos, ni están anunciados en el catálogo de MUNIBE. En cuanto a su identidad, hay quien opina que se trata de asentamientos de tiendas militares de campaña; otros los identifican como crómlech y también como fondos de cabaña, que a nuestro parecer es lo más probable. En el hito señalizador colocado por Xantoten Harria se hace alusión a estos promontorios.";NULL;Bloc 17: Erro - Valcarlos - Arriasgoiti;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
144;XANTOTEN HARRIA;5;Crómlech;Valle de Erro;En el camino desde Casa-Establo a Estarriko Lepoa Hoja cartográfica Nº: 91-14;Ruta 5, Itinerario 7: Sorogain Ipar;Ruta 5, Itinerario 7: Sorogain Ipar#0127_TEX_156.pdf#;629435;4765200;922;43.0284609858273,-1.41128412315482;domingo, abril 03, 1955;Tomás López Sellés;Testigos compuestos de 14 piedras (enhiestas unas, otras tumbadas) de tamaño desigual que oscila entre 0,6 m y 0,3 m de altura y que enmarcan un recinto de unos 8 m de diámetro. Le faltan algunos testigos en el lado E. Excavación: Llevada a cabo por Pedro Arrese con objeto de elaborar su tesina y autorizada por el Museo de Navarra. De este trabajo no se conoce resultado alguno, al menos públicamente. Por el contrario, se ha observado que los testigos han quedado mermados de tierra en su base, con el consiguiente peligro de falta de consistencia. Así mismo, en su centro se puede observar una cuadríula a falta de la tierra que la cubría. Bibliografía: T. López Sellés: Contribución a un suplemento de catálogo delménico del País Vasco de J. Elosegui. MUNIBE 1973, pág. 3 y 11.;Pedro Arrese en 1984-85;"Sobre el topónimo Santoten Harria, D. José Miguel de Barandiaran lo aplicó al dolmen de Pilotasoro. Escribe en el Diccionario de Mitología Vasca que quiere decir ""piedras de Santxote"", por ser el lugar donde murió un arriero así llamado. Este fue un famoso trovador al que los pastores de la zona levantaron un monumento con peñas de ortostatos, junto a otro anterior cuyos restos se ven todavía. La Sociedad Gorosti, con la colaboración de Juan Mª Martínez Txoperena y un grupo de jóvenes de Espinal y Garralda, colocó un hito señalizador el día 23-7-1989.";NULL;Bloc 17: Erro - Valcarlos - Arriasgoiti;0144_FOT_171_0.jpg;0144_FOT_171_1.jpg;0144_FOT_171_2.jpg;0144_FOT_171_3.jpg;0144_FOT_171_4.jpg;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
